AK,North Slope,02185,7385,2.0E-05
AK,Northwest Arctic,02188,7208,1.7E-05
AK,Ketchikan Gateway,02130,14070,2.2E-05
AK,Aleutians East,02013,2697,1.3E-05
KS,Trego,20195,3319,1.3E-05
MT,Beaverhead,30001,9202,1.3E-05
MT,Blaine,30005,7009,1.3E-05
MT,Carbon,30009,9552,1.3E-05
MT,Chouteau,30015,5970,1.3E-05
MT,Madison,30057,6851,1.3E-05
MT,Roosevelt,30085,10620,1.3E-05
WA,Pacific,53049,20984,1.3E-05
WY,Big Horn,56003,11461,1.3E-05
WY,Lincoln,56023,14573,1.3E-05
