AK,North Slope,02185,7385,2.0E-05,73.85184749491232,264.844022996094
AK,Northwest Arctic,02188,7208,1.7E-05,62.019281868152824,278.31191803597136
AK,Ketchikan Gateway,02130,14070,2.2E-05,141.9121038089179,319.27088853282066
AK,Aleutians East,02013,2697,1.3E-05,57.641142400176925,338.20780383936744
