02185,73.85184749491232,264.844022996094
02188,62.019281868152824,278.31191803597136
02130,141.9121038089179,319.27088853282066
02201,139.94563076947165,320.2190783222883
02280,135.73600017402873,316.5949680873319
02220,128.99281362588238,315.88086232750777
02100,125.25401313223252,307.0715621080508
02110,129.37280373285463,309.1614134593493
02232,127.67295507021686,310.5353674642897
02282,111.79727734627772,307.0046761493872
02016,22.012621738313275,346.57763796000484
02013,57.641142400176925,338.20780383936744
